mouseSYM	humanSYM
Rpl22	RPL22
Rpl22l1	RPL22L1
Rpl23	RPL23
Rpl23a	RPL23A
Rpl24	RPL24
Rpl26	RPL26
Rpl27	RPL27
Rpl27a	RPL27A
Rpl27rt	RPL29
Rpl28	RPL28
Rpl29	RPL29
Rpl3	RPL3
Rpl30	RPL30
Rpl31	RPL31
Rpl32	RPL32
Rpl32l	RPL32
Rpl34	RPL34
Rpl34-ps1	RPL34
Rpl34-ps2	RPL34
Rpl35	RPL35
Rpl35a	RPL35A
Rpl35rt	RPL35
Rpl36	RPL36
Rpl36-ps12	RPL36
Rpl36a	RPL36A
Rpl36a	RPL36A-HNRNPH2
Rpl36al	RPL36A
Rpl36al	RPL36AL
Rpl37	RPL37
Rpl37a	RPL37A
Rpl37rt	RPL37
Rpl38	RPL38
Rpl39	RPL39
Rpl39l	RPL39L
Rpl3l	RPL3L
Rpl4	RPL4
Rpl5	RPL5
Rpl6	RPL6
Rpl6l	RPL6
Rpl7	RPL7
Rpl7a	RPL7A
Rpl7l1	RPL7L1
Rpl8	RPL8
Rpl9	RPL9
Rpl9-ps1	RPL9
Rpl9-ps6	RPL9
Rplp0	RPLP0
Rplp0	RPLP0P6
Rplp1	RPLP1
Rplp1rt	RPLP1
Rplp2	RPLP2
Rplp2-ps1	RPLP2
Rpn1	RPN1
Rpn2	RPN2
Rpp14	RPP14
Rpp21	RPP21
Rpp25	RPP25
Rpp25l	RPP25L
Rpp30	RPP30
Rpp38	RPP38
Rpp40	RPP40
Rpph1	RPPH1
Rprd1a	RPRD1A
Rprd1b	RPRD1B
Rprd2	RPRD2
Rprm	RPRM
Rprml	RPRML
Rps10	RPS10-NUDT3
Rps10	RPS10
Rps11	RPS11
Rps12	RPS12
Rps13	RPS13
Rps14	RPS14
Rps15	RPS15
Rps15a	RPS15A
Rps16	RPS16
Rps17	RPS17
Rps18	RPS18
Rps18-ps5	RPS18
Rps19	RPS19
Rps19bp1	RPS19BP1
Rps2	RPS2
Rps20	RPS20
Rps21	RPS21
Rps23	RPS23
Rps24	RPS24
Rps25	RPS25
Rps26	RPS26
Rps27	RPS27
Rps27a	RPS27A
Rps27a	RPS27AP5
Rps27l	RPS27L
Rps27rt	RPS27
Rps28	RPS28
Rps29	RPS29
Rps3	RPS3
Rps3a1	RPS3A
Rps4x	RPS4X
Rps4x	RPS4Y1
Rps5	RPS5
Rps6	RPS6
Rps6-ps4	RPS6
Rps6ka1	RPS6KA1
Rps6ka2	RPS6KA2
Rps6ka3	RPS6KA3
Rps6ka4	RPS6KA4
Rps6ka5	RPS6KA5
Rps6ka6	RPS6KA6
Rps6kb1	RPS6KB1
Rps6kb2	RPS6KB2
Rps6kc1	RPS6KC1
Rps6kl1	RPS6KL1
Rps7	RPS7
Rps8	RPS8
Rps9	RPS9
Rpsa	RPSA
Rptn	RPTN
Rptor	RPTOR
Rpusd1	RPUSD1
Rpusd2	RPUSD2
Rpusd3	RPUSD3
Rpusd4	RPUSD4
Rrad	RRAD
Rraga	RRAGA
Rragb	RRAGB
Rragc	RRAGC
Rragd	RRAGD
Rras	RRAS
Rras2	RRAS2
Rrbp1	RRBP1
Rreb1	RREB1
Rrh	RRH
Rrm1	RRM1
Rrm2	RRM2
Rrm2b	RRM2B
Rrn3	RRN3
Rrn3	RRN3P1
Rrn3	RRN3P2
Rrnad1	RRNAD1
Rrp1	RRP1
Rrp12	RRP12
Rrp15	RRP15
Rrp1b	RRP1B
Rrp36	RRP36
Rrp7a	RRP7A
Rrp7a	RRP7BP
Rrp8	RRP8
Rrp9	RRP9
Rrs1	RRS1
Rs1	RS1
Rsad1	RSAD1
Rsad2	RSAD2
Rsbn1	RSBN1
Rsbn1l	RSBN1L
Rsc1a1	RSC1A1
Rsf1	RSF1
Rskr	RSKR
Rsl1	ZNF429
Rsl1d1	RSL1D1
Rsl24d1	RSL24D1
Rslcan18	ZNF519
Rsph1	RSPH1
Rsph10b	RSPH10B
Rsph10b	RSPH10B2
Rsph14	RSPH14
Rsph3a	RSPH3
Rsph3b	RSPH3
Rsph4a	RSPH4A
Rsph6a	RSPH6A
Rsph9	RSPH9
Rspo1	RSPO1
Rspo2	RSPO2
Rspo3	RSPO3
Rspo4	RSPO4
Rspry1	RSPRY1
Rsrc1	RSRC1
Rsrc2	RSRC2
Rsrp1	RSRP1
Rsu1	RSU1
Rtbdn	RTBDN
Rtca	RTCA
Rtcb	RTCB
Rtel1	RTEL1
Rtel1	RTEL1-TNFRSF6B
Rtf1	RTF1
Rtf2	RTF2
Rtkn	RTKN
Rtkn2	RTKN2
Rtl1	RTL1
Rtl3	RTL3
Rtl4	RTL4
Rtl5	RTL5
Rtl6	RTL6
Rtl8a	RTL8C
Rtl8a	RTL8A
Rtl8a	RTL8B
Rtl8b	RTL8C
Rtl8b	RTL8A
Rtl8b	RTL8B
Rtl8c	RTL8C
Rtl8c	RTL8A
Rtl8c	RTL8B
Rtl9	RTL9
Rtn1	RTN1
Rtn2	RTN2
Rtn3	RTN3
Rtn4	RTN4
Rtn4ip1	RTN4IP1
Rtn4r	RTN4R
Rtn4rl1	RTN4RL1
Rtn4rl2	RTN4RL2
Rtp1	RTP1
Rtp2	RTP2
Rtp3	RTP3
Rtp4	RTP4
Rtraf	RTRAF
Rttn	RTTN
Rubcn	RUBCN
Rubcnl	RUBCNL
Rufy1	RUFY1
Rufy2	RUFY2
Rufy3	RUFY3
Rufy4	RUFY4
Rundc1	RUNDC1
Rundc3a	RUNDC3A
Rundc3b	RUNDC3B
Runx1	RUNX1
Runx1t1	RUNX1T1
Runx2	RUNX2
Runx3	RUNX3
Rusc1	RUSC1
Rusc2	RUSC2
Rusf1	RUSF1
Ruvbl1	RUVBL1
Ruvbl2	RUVBL2
Rwdd1	RWDD1
Rwdd2a	RWDD2A
Rwdd2b	RWDD2B
Rwdd3	RWDD3
Rwdd4a	RWDD4
Rxfp1	RXFP1
Rxfp2	RXFP2
Rxfp3	RXFP3
Rxfp4	RXFP4
Rxra	RXRA
Rxrb	RXRB
Rxrg	RXRG
Rxylt1	RXYLT1
Rybp	RYBP
Rybp-ps	RYBP
Ryk	RYK
Ryr1	RYR1
Ryr2	RYR2
Ryr3	RYR3
S100a1	S100A1
S100a10	S100A10
S100a11	S100A11
S100a11-ps	S100A11
S100a13	S100A13
S100a14	S100A14
S100a16	S100A16
S100a2	S100A2
S100a3	S100A3
S100a4	S100A4
S100a5	S100A5
S100a6	S100A6
S100a7a	S100A7
S100a7a	S100A7A
S100a7a	S100A7L2
S100a8	S100A8
S100a9	S100A9
S100b	S100B
S100g	S100G
S100pbp	S100PBP
S100z	S100Z
S1pr1	S1PR1
S1pr2	S1PR2
S1pr3	S1PR3
S1pr4	S1PR4
S1pr5	S1PR5
S2bpcox16	SYNJ2BP
Saa1	SAA1
Saa1	SAA2
Saa2	SAA1
Saa2	SAA2
Saa3	SAA3P
Saa4	SAA4
Saa4	SAA2-SAA4
Saal1	SAAL1
Sac3d1	SAC3D1
Sacm1l	SACM1L
Sacs	SACS
Sae1	SAE1
Safb	SAFB
Safb2	SAFB2
Sag	SAG
Sall1	SALL1
Sall2	SALL2
Sall3	SALL3
Sall4	SALL4
Samd1	SAMD1
Samd10	SAMD10
Samd11	SAMD11
Samd12	SAMD12
Samd13	SAMD13
Samd14	SAMD14
Samd15	SAMD15
Samd3	SAMD3
Samd4	SAMD4A
Samd4b	SAMD4B
Samd5	SAMD5
Samd7	SAMD7
Samd8	SAMD8
Samd9l	SAMD9L
Samhd1	SAMHD1
Samm50	SAMM50
Samsn1	SAMSN1
Sanbr	SANBR
Sap130	SAP130
Sap18	SAP18
Sap18b	SAP18
Sap25	SAP25
Sap30	SAP30
Sap30bp	SAP30BP
Sap30l	SAP30L
Sapcd1	SAPCD1
Sapcd2	SAPCD2
Sar1a	SAR1A
Sar1b	SAR1B
Saraf	SARAF
Sardh	SARDH
Sarm1	SARM1
Sarnp	SARNP
Sars	SARS1
Sars1	SARS1
Sars2	SARS2
Sars2	AC011455.2
Sart1	SART1
Sart3	SART3
Sash1	SASH1
Sash3	SASH3
Sass6	SASS6
Sat1	SAT1
Sat2	SAT2
Satb1	SATB1
Satb2	SATB2
Satl1	SATL1
Sav1	SAV1
Saxo1	SAXO1
Saxo2	SAXO2
Saxo4	SAXO4
Saxo5	SAXO5
Saysd1	SAYSD1
Sbds	SBDS
Sbf1	SBF1
Sbf2	SBF2
Sbk1	SBK1
Sbk2	SBK2
Sbk3	SBK3
Sbno1	SBNO1
Sbno2	SBNO2
Sbp	ZG16B
Sbpl	ZG16B
Sbsn	SBSN
Sbspon	SBSPON
Sc5d	SC5D
Scaf1	SCAF1
Scaf11	SCAF11
Scaf4	SCAF4
Scaf8	SCAF8
Scai	SCAI
Scamp1	SCAMP1
Scamp2	SCAMP2
Scamp3	SCAMP3
Scamp4	SCAMP4
Scamp5	SCAMP5
Scand1	SCAND1
Scap	SCAP
Scaper	SCAPER
Scara3	SCARA3
Scara5	SCARA5
Scarb1	SCARB1
Scarb2	SCARB2
Scarf1	SCARF1
Scarf2	SCARF2
Scarna10	SCARNA10
Scarna13	SCARNA13
Scarna17	AC090227.1
Scarna2	SCARNA2
Scarna3a	SCARNA3
Scarna3b	SCARNA3
Scarna6	SCARNA6
Scarna8	SCARNA8
Scarna9	AP003499.2
Scart1	SCART1
Sccpdh	SCCPDH
Scd1	SCD
Scd2	SCD
Scd3	SCD
Scd4	SCD
Scel	SCEL
Scfd1	SCFD1
Scfd2	SCFD2
Scg2	SCG2
Scg3	SCG3
Scg5	SCG5
Scgb1a1	SCGB1A1
Scgb1c1	SCGB1C1
Scgb1c1	SCGB1C2
Scgb2a2	SCGB2A1
Scgb2a2	SCGB2A2
Scgb3a1	SCGB3A1
Scgb3a2	SCGB3A2
Scgn	SCGN
Schip1	IQCJ-SCHIP1
Schip1	SCHIP1
Scimp	SCIMP
Scin	SCIN
Sclt1	SCLT1
Scly	SCLY
Scmh1	SCMH1
Scml2	SCML2
Scml4	SCML4
Scn10a	SCN10A
Scn11a	SCN11A
Scn1a	SCN1A
Scn1b	SCN1B
Scn2a	SCN2A
Scn2b	SCN2B
Scn3a	SCN3A
Scn3b	SCN3B
Scn4a	SCN4A
Scn4b	SCN4B
Scn5a	SCN5A
Scn7a	SCN7A
Scn8a	SCN8A
Scn9a	SCN9A
Scnm1	SCNM1
Scnn1a	SCNN1A
Scnn1b	SCNN1B
Scnn1g	SCNN1G
Sco1	SCO1
Sco2	SCO2
Scoc	SCOC
Scp2	SCP2
Scp2d1	SCP2D1
Scpep1	SCPEP1
Scrg1	SCRG1
Scrib	SCRIB
Scrn1	SCRN1
Scrn2	SCRN2
Scrn3	SCRN3
Scrt1	SCRT1
Scrt2	SCRT2
Sct	SCT
Sctr	SCTR
Scube1	SCUBE1
Scube2	SCUBE2
Scube3	SCUBE3
Scx	SCX
Scyl1	SCYL1
Scyl2	SCYL2
Scyl3	SCYL3
Sdad1	SDAD1
Sdc1	SDC1
Sdc2	SDC2
Sdc3	SDC3
Sdc4	SDC4
Sdcbp	SDCBP
Sdcbp2	SDCBP2
Sdccag8	SDCCAG8
Sde2	SDE2
Sdf2	SDF2
Sdf2l1	SDF2L1
Sdf4	SDF4
Sdha	SDHA
Sdha	AC021087.5
Sdhaf1	SDHAF1
Sdhaf2	SDHAF2
Sdhaf3	SDHAF3
Sdhaf4	SDHAF4
Sdhb	SDHB
Sdhc	SDHC
Sdhd	SDHD
Sdhd	AP002884.2
Sdk1	SDK1
Sdk2	SDK2
Sdr16c5	SDR16C5
Sdr16c6	SDR16C6P
Sdr39u1	SDR39U1
Sdr42e1	SDR42E1
Sdr42e2	SDR42E2
Sdr9c7	SDR9C7
Sds	SDS
Sdsl	SDSL
Sebox	SEBOX
Sec1	FUT2
Sec1	SEC1P
Sec11a	SEC11A
Sec11c	SEC11C
Sec13	SEC13
Sec14l1	SEC14L1
Sec14l2	SEC14L2
Sec14l3	SEC14L3
Sec14l4	SEC14L4
Sec14l5	SEC14L5
Sec16a	SEC16A
Sec16b	SEC16B
Sec16b	CRYZL2P-SEC16B
Sec22a	SEC22A
Sec22b	SEC22B
Sec22c	SEC22C
Sec23a	SEC23A
Sec23b	SEC23B
Sec23ip	SEC23IP
Sec24a	SEC24A
Sec24b	SEC24B
Sec24c	SEC24C
Sec24d	SEC24D
Sec31a	SEC31A
Sec31b	SEC31B
Sec61a1	SEC61A1
Sec61a2	SEC61A2
Sec61b	SEC61B
Sec61bl	SEC61B
Sec61g	SEC61G
Sec61g-ps1	SEC61G
Sec61g-ps2	SEC61G
Sec61g-ps3	SEC61G
Sec62	SEC62
Sec63	SEC63
Secisbp2	SECISBP2
Secisbp2l	SECISBP2L
Sectm1a	SECTM1
Sectm1b	SECTM1
Seh1l	SEH1L
Sel1l	SEL1L
Sel1l2	SEL1L2
Sel1l3	SEL1L3
Sele	SELE
Selenbp1	SELENBP1
Selenbp2	SELENBP1
Selenof	SELENOF
Selenoh	SELENOH
Selenoi	SELENOI
Selenok	SELENOK
Selenom	SELENOM
Selenon	SELENON
Selenon	AL020996.2
Selenoo	SELENOO
Selenop	SELENOP
Selenos	SELENOS
Selenot	SELENOT
Selenov	SELENOV
Selenow	SELENOW
Sell	SELL
Selp	SELP
Selplg	SELPLG
Sem1	SEM1
Sema3a	SEMA3A
Sema3b	SEMA3B
Sema3c	SEMA3C
Sema3d	SEMA3D
Sema3e	SEMA3E
Sema3f	SEMA3F
Sema3g	SEMA3G
Sema4a	SEMA4A
Sema4b	SEMA4B
Sema4c	SEMA4C
Sema4d	SEMA4D
Sema4f	SEMA4F
Sema4g	SEMA4G
Sema5a	SEMA5A
Sema5b	SEMA5B
Sema6a	SEMA6A
Sema6b	SEMA6B
Sema6c	SEMA6C
Sema6d	SEMA6D
Sema7a	SEMA7A
Semg1	SEMG1
Semg1	SEMG2
Senp1	SENP1
Senp2	SENP2
Senp3	SENP3
Senp3	SENP3-EIF4A1
Senp5	SENP5
Senp6	SENP6
Senp7	SENP7
Senp8	SENP8
Sephs1	SEPHS1
Sephs2	SEPHS2
Sepsecs	SEPSECS
Septin1	SEPTIN1
Septin10	SEPTIN10
Septin11	SEPTIN11
Septin12	SEPTIN12
Septin14	SEPTIN14
Septin2	SEPTIN2
Septin3	SEPTIN3
Septin4	SEPTIN4
Septin5	SEPTIN5
Septin5	AC000093.1
Septin6	SEPTIN6
Septin7	SEPTIN7
Septin8	SEPTIN8
Septin9	SEPTIN9
Serac1	SERAC1
Serbp1	SERBP1
Serf1	SERF1B
Serf1	SERF1A
Serf2	SERF2
Sergef	SERGEF
Serhl	SERHL2
Serhl	SERHL
Serinc1	SERINC1
Serinc2	SERINC2
Serinc3	SERINC3
Serinc4	SERINC4
Serinc5	SERINC5
Serp1	SERP1
Serp2	SERP2
Serpina10	SERPINA10
Serpina11	SERPINA11
Serpina12	SERPINA12
Serpina1a	SERPINA1
Serpina1b	SERPINA1
Serpina1c	SERPINA1
Serpina1d	SERPINA1
Serpina1e	SERPINA1
Serpina1f	SERPINA2
Serpina3a	SERPINA3
Serpina3b	SERPINA3
Serpina3c	SERPINA3
Serpina3f	SERPINA3
Serpina3g	SERPINA3
Serpina3i	SERPINA3
Serpina3j	SERPINA3
Serpina3k	SERPINA3
Serpina3m	SERPINA3
Serpina3n	SERPINA3
Serpina5	SERPINA5
Serpina6	SERPINA6
Serpina7	SERPINA7
Serpina9	SERPINA9
Serpinb10	SERPINB10
Serpinb11	SERPINB11
Serpinb12	SERPINB12
Serpinb13	SERPINB13
Serpinb1a	SERPINB1
Serpinb1b	SERPINB1
Serpinb1c	SERPINB1
Serpinb2	SERPINB2
Serpinb3a	SERPINB4
Serpinb3a	SERPINB3
Serpinb3b	SERPINB4
Serpinb3b	SERPINB3
Serpinb3c	SERPINB4
Serpinb3c	SERPINB3
Serpinb3d	SERPINB4
Serpinb3d	SERPINB3
Serpinb5	SERPINB5
Serpinb6a	SERPINB6
Serpinb6b	SERPINB6
Serpinb6c	SERPINB6
Serpinb6d	SERPINB6
Serpinb6e	SERPINB6
Serpinb7	SERPINB7
Serpinb8	SERPINB8
Serpinb9	SERPINB9
Serpinb9b	SERPINB9
Serpinb9c	SERPINB9
Serpinb9d	SERPINB9
Serpinb9e	SERPINB9
Serpinb9f	SERPINB9
Serpinb9g	SERPINB9
Serpinb9h	SERPINB9
Serpinc1	SERPINC1
Serpind1	SERPIND1
Serpine1	SERPINE1
Serpine2	SERPINE2
Serpine3	SERPINE3
Serpinf1	SERPINF1
Serpinf2	SERPINF2
Serping1	SERPING1
Serpinh1	SERPINH1
Serpini1	SERPINI1
Serpini2	SERPINI2
Sertad1	SERTAD1
Sertad2	SERTAD2
Sertad3	SERTAD3
Sertad4	SERTAD4
Sertm1	SERTM1
Sertm2	SERTM2
Sesn1	SESN1
Sesn2	SESN2
Sesn3	SESN3
Sestd1	SESTD1
Set	SET
Set	SETSIP
Setbp1	SETBP1
Setd1a	SETD1A
Setd1b	SETD1B
Setd2	SETD2
Setd3	SETD3
Setd4	SETD4
Setd5	SETD5
Setd6	SETD6
Setd7	SETD7
Setdb1	SETDB1
Setdb2	SETDB2
Setmar	SETMAR
Setx	SETX
Sez6	SEZ6
Sez6l	SEZ6L
Sez6l2	SEZ6L2
Sf1	SF1
Sf3a1	SF3A1
Sf3a2	SF3A2
Sf3a3	SF3A3
Sf3b1	SF3B1
Sf3b2	SF3B2
Sf3b3	SF3B3
Sf3b4	SF3B4
Sf3b5	SF3B5
Sf3b6	SF3B6
Sfi1	SFI1
Sfmbt1	SFMBT1
Sfmbt2	SFMBT2
Sfn	SFN
Sfpq	SFPQ
Sfr1	SFR1
Sfrp1	SFRP1
Sfrp2	SFRP2
Sfrp4	SFRP4
Sfrp5	SFRP5
Sfswap	SFSWAP
Sft2d1	SFT2D1
Sft2d1rt	SFT2D1
Sft2d2	SFT2D2
Sft2d3	SFT2D3
Sfta2	SFTA2
Sftpa1	SFTPA2
Sftpa1	SFTPA1
Sftpb	SFTPB
Sftpc	SFTPC
Sftpd	SFTPD
Sfxn1	SFXN1
Sfxn2	SFXN2
Sfxn3	SFXN3
Sfxn4	SFXN4
Sfxn5	SFXN5
Sgca	SGCA
Sgcb	SGCB
Sgcd	SGCD
Sgce	SGCE
Sgcg	SGCG
Sgcz	SGCZ
Sgf29	SGF29
Sgip1	SGIP1
Sgk1	SGK1
Sgk2	SGK2
Sgk3	C8orf44-SGK3
Sgk3	SGK3
Sgms1	SGMS1
Sgms1os1	SGMS1-AS1
Sgms2	SGMS2
Sgo1	SGO1
Sgo2a	SGO2
Sgo2b	SGO2
Sgpl1	SGPL1
Sgpp1	SGPP1
Sgpp2	SGPP2
Sgsh	SGSH
Sgsm1	SGSM1
Sgsm2	SGSM2
Sgsm3	SGSM3
Sgta	SGTA
Sgtb	SGTB
Sh2b1	SH2B1
Sh2b2	SH2B2
Sh2b3	SH2B3
Sh2d1a	SH2D1A
Sh2d1b1	SH2D1B
Sh2d1b2	SH2D1B
Sh2d2a	SH2D2A
Sh2d3c	SH2D3C
Sh2d4a	SH2D4A
Sh2d4b	SH2D4B
Sh2d5	SH2D5
Sh2d6	SH2D6
Sh2d7	SH2D7
Sh3bgr	GET1-SH3BGR
Sh3bgr	SH3BGR
Sh3bgrl	SH3BGRL
Sh3bgrl2	SH3BGRL2
Sh3bgrl3	SH3BGRL3
Sh3bp1	SH3BP1
Sh3bp1	Z83844.2
Sh3bp2	SH3BP2
Sh3bp4	SH3BP4
Sh3bp5	SH3BP5
Sh3bp5l	SH3BP5L
Sh3d19	SH3D19
Sh3d21	SH3D21
Sh3gl1	SH3GL1
Sh3gl2	SH3GL2
Sh3gl3	SH3GL3
Sh3glb1	SH3GLB1
Sh3glb2	SH3GLB2
Sh3kbp1	SH3KBP1
Sh3pxd2a	SH3PXD2A
Sh3pxd2b	SH3PXD2B
Sh3rf1	SH3RF1
Sh3rf2	SH3RF2
Sh3rf3	SH3RF3
Sh3tc1	SH3TC1
Sh3tc2	SH3TC2
Sh3yl1	SH3YL1
Shank1	SHANK1
Shank2	SHANK2
Shank3	SHANK3
Sharpin	SHARPIN
Shb	AL138752.2
Shb	SHB
Shbg	SHBG
Shc1	SHC1
Shc2	SHC2
Shc3	SHC3
Shc4	SHC4
Shcbp1	SHCBP1
Shcbp1l	SHCBP1L
Shd	SHD
She	SHE
Shf	SHF
Shfl	SHFL
Shh	SHH
Shisa2	SHISA2
Shisa3	SHISA3
Shisa4	SHISA4
Shisa5	SHISA5
Shisa6	SHISA6
Shisa7	SHISA7
Shisa8	SHISA8
Shisa9	SHISA9
Shisal1	SHISAL1
Shisal2a	SHISAL2A
Shisal2b	SHISAL2B
Shkbp1	SHKBP1
Shld1	SHLD1
Shld2	SHLD2
Shld3	SHLD3
Shmt1	SHMT1
Shmt2	SHMT2
Shoc1	SHOC1
Shoc2	SHOC2
Shox2	SHOX2
Shpk	AC027796.3
Shpk	SHPK
Shprh	SHPRH
Shq1	SHQ1
Shroom1	SHROOM1
Shroom2	SHROOM2
Shroom3	SHROOM3
Shroom4	SHROOM4
Shtn1	SHTN1
Siae	SIAE
Siah1a	SIAH1
Siah1b	SIAH1
Siah2	SIAH2
Siah3	SIAH3
Sidt1	SIDT1
Sidt2	SIDT2
Sigirr	SIGIRR
Siglec1	SIGLEC1
Siglec15	SIGLEC15
Siglece	SIGLEC9
Siglece	SIGLEC7
Siglece	SIGLEC8
Siglece	SIGLEC12
Siglecf	CD33
Siglecf	SIGLEC6
Siglecf	SIGLEC14
Siglecf	SIGLEC5
Siglecf	SIGLEC8
Siglecg	SIGLEC11
Siglecg	SIGLEC10
Siglecg	SIGLEC16
Siglech	CD33
Siglech	SIGLEC6
Siglecl1	SIGLECL1
Siglecl2	SIGLEC1
Siglecl2	SIGLECL1
Sigmar1	SIGMAR1
Sik1	SIK1B
Sik1	SIK1
Sik2	SIK2
Sik3	SIK3
Sike1	SIKE1
Sil1	SIL1
Silc1	SILC1
Sim1	SIM1
Sim2	SIM2
Simc1	SIMC1
Sin3a	SIN3A
Sin3b	SIN3B
Sinhcaf	SINHCAF
Sipa1	SIPA1
Sipa1l1	SIPA1L1
Sipa1l2	SIPA1L2
Sipa1l3	SIPA1L3
Sirpa	AL049634.2
Sirpa	SIRPB1
Sirpa	SIRPG
Sirpa	SIRPA
Sirpb1a	AL049634.2
Sirpb1a	SIRPB1
Sirpb1a	SIRPG
Sirpb1a	SIRPA
Sirpb1b	AL049634.2
Sirpb1b	SIRPB1
Sirpb1b	SIRPG
Sirpb1b	SIRPA
Sirpb1c	AL049634.2
Sirpb1c	SIRPB1
Sirpb1c	SIRPG
Sirpb1c	SIRPA
Sirpd	SIRPD
Sirt1	SIRT1
Sirt2	SIRT2
Sirt3	SIRT3
Sirt4	SIRT4
Sirt5	SIRT5
Sirt6	SIRT6
Sirt7	SIRT7
Sis	SI
Sit1	SIT1
Siva1	SIVA1
Six1	SIX1
Six2	SIX2
Six3	SIX3
Six4	SIX4
Six5	SIX5
Six6	SIX6
Ska1	SKA1
Ska2	SKA2
Ska3	SKA3
Skap1	SKAP1
Skap2	SKAP2
Ski	SKI
Skic2	SKIC2
Skic3	SKIC3
Skic8	SKIC8
Skida1	SKIDA1
Skil	SKIL
Skiv2l	SKIV2L
Skor1	SKOR1
Skor2	SKOR2
Skp1	SKP1
Skp1a	SKP1
Skp2	SKP2
Sla	SLA
Sla2	SLA2
Slain1	SLAIN1
Slain2	SLAIN2
Slamf1	SLAMF1
Slamf6	SLAMF6
Slamf7	SLAMF7
Slamf8	SLAMF8
Slamf9	SLAMF9
Slbp	SLBP
Slc10a1	SLC10A1
Slc10a2	SLC10A2
Slc10a3	SLC10A3
Slc10a4	SLC10A4
Slc10a4-ps	SLC10A4
Slc10a4l	SLC10A4
Slc10a5	SLC10A5
Slc10a6	SLC10A6
Slc10a7	SLC10A7
Slc11a1	SLC11A1
Slc11a2	SLC11A2
Slc12a1	SLC12A1
Slc12a2	SLC12A2
Slc12a3	SLC12A3
Slc12a4	SLC12A4
Slc12a5	SLC12A5
Slc12a6	SLC12A6
Slc12a7	SLC12A7
Slc12a8	SLC12A8
Slc12a9	SLC12A9
Slc13a1	SLC13A1
Slc13a2	SLC13A2
Slc13a3	SLC13A3
Slc13a4	SLC13A4
Slc13a5	SLC13A5
Slc14a1	SLC14A1
Slc14a2	SLC14A2
Slc15a1	SLC15A1
Slc15a2	SLC15A2
Slc15a3	SLC15A3
Slc15a4	SLC15A4
Slc15a5	SLC15A5
Slc16a1	SLC16A1
Slc16a10	SLC16A10
Slc16a11	SLC16A11
Slc16a12	SLC16A12
Slc16a13	SLC16A13
Slc16a14	SLC16A14
Slc16a2	SLC16A2
Slc16a3	SLC16A3
Slc16a4	SLC16A4
Slc16a5	SLC16A5
Slc16a6	SLC16A6
Slc16a7	SLC16A7
Slc16a8	SLC16A8
Slc16a9	SLC16A9
Slc17a1	SLC17A1
Slc17a2	SLC17A2
Slc17a3	SLC17A3
Slc17a4	SLC17A4
Slc17a5	SLC17A5
Slc17a6	SLC17A6
Slc17a7	SLC17A7
Slc17a8	SLC17A8
Slc17a9	SLC17A9
Slc18a1	SLC18A1
Slc18a2	SLC18A2
Slc18a3	SLC18A3
Slc18b1	SLC18B1
Slc19a1	SLC19A1
Slc19a2	SLC19A2
Slc19a3	SLC19A3
Slc1a1	SLC1A1
Slc1a2	SLC1A2
Slc1a3	SLC1A3
Slc1a4	SLC1A4
Slc1a5	SLC1A5
Slc1a6	SLC1A6
Slc1a7	SLC1A7
Slc20a1	SLC20A1
Slc20a2	SLC20A2
Slc22a1	SLC22A1
Slc22a12	SLC22A12
Slc22a13	SLC22A13
Slc22a13b	SLC22A13
Slc22a14	SLC22A14
Slc22a15	SLC22A15
Slc22a16	SLC22A16
Slc22a17	SLC22A17
Slc22a18	SLC22A18
Slc22a19	SLC22A9
Slc22a19	SLC22A10
Slc22a19	SLC22A24
Slc22a19	SLC22A25
Slc22a2	SLC22A2
Slc22a20	SLC22A20P
Slc22a21	SLC22A5
Slc22a23	SLC22A23
Slc22a26	SLC22A9
Slc22a26	SLC22A25
Slc22a27	SLC22A9
Slc22a27	SLC22A10
Slc22a27	SLC22A25
Slc22a28	SLC22A9
Slc22a28	SLC22A10
Slc22a28	SLC22A25
Slc22a29	SLC22A9
Slc22a29	SLC22A10
Slc22a29	SLC22A25
Slc22a3	SLC22A3
Slc22a30	SLC22A9
Slc22a30	SLC22A10
Slc22a30	SLC22A25
Slc22a4	SLC22A4
Slc22a5	SLC22A5
Slc22a6	SLC22A6
Slc22a7	SLC22A7
Slc22a8	SLC22A8
Slc23a1	SLC23A1
Slc23a2	SLC23A2
Slc23a3	SLC23A3
Slc23a4	SLC23A4P
Slc24a1	SLC24A1
Slc24a2	SLC24A2
Slc24a3	SLC24A3
Slc24a4	SLC24A4
Slc24a5	SLC24A5
Slc25a1	SLC25A1
Slc25a10	AC139530.2
Slc25a10	SLC25A10
Slc25a11	SLC25A11
Slc25a12	SLC25A12
Slc25a13	SLC25A13
Slc25a14	SLC25A14
Slc25a15	SLC25A15
Slc25a16	SLC25A16
Slc25a17	SLC25A17
Slc25a18	SLC25A18
Slc25a19	SLC25A19
Slc25a2	SLC25A2
Slc25a20	SLC25A20
Slc25a21	SLC25A21
Slc25a22	SLC25A22
Slc25a23	SLC25A23
Slc25a24	SLC25A24
Slc25a25	SLC25A25
Slc25a26	SLC25A26
Slc25a27	SLC25A27
Slc25a28	SLC25A28
Slc25a29	SLC25A29
Slc25a3	SLC25A3
Slc25a30	SLC25A30
Slc25a31	SLC25A31
Slc25a32	SLC25A32
Slc25a32	AC012213.5
Slc25a33	SLC25A33
Slc25a34	SLC25A34
Slc25a35	SLC25A35
